"plant_id","tray","pot_pos","geno","geno2","shelf","treatment","days","h1","h2","h3","h2_h1_height_diff_avg","h3_h2_height_diff_avg","h3_h1_height_diff_avg","i_growth_days","envelope","i_dry","r_dry","assigned_no","rep"
"8H4002_10","8H4002","10","8RV155","50","4","Sun",24.2916666666667,3,120,280,16.7142857142857,22.8571428571429,19.7857142857143,14,"792",0.2615,0.1421,"66",3
"8H4002_11","8H4002","11","13RV170","55","4","Sun",28.2916666666667,2,86,213,12,18.1428571428571,15.0714285714286,14,"1261",0.2262,0.3772,"221",3
"8H4002_12","8H4002","12","29RV093","18","4","Sun",19.2916666666667,1,47,193,6.57142857142857,20.8571428571429,13.7142857142857,14,"238",0.1368,0.1843,"934",3
"8H4002_13","8H4002","13","21RV122","38","4","Sun",47.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"504",3
"8H4002_14","8H4002","14","28RV259","65","4","Sun",21.2916666666667,1,109,275,15.4285714285714,23.7142857142857,19.5714285714286,14,"513",0.2309,0.0936,"831",3
"8H4002_16","8H4002","16","27RV184","53","4","Sun",24.2916666666667,1,73,247,10.2857142857143,24.8571428571429,17.5714285714286,14,"791",0.1892,0.1827,"669",3
"8H4002_2","8H4002","2","28RV436","122","4","Sun",33.2916666666667,8,48,105,5.71428571428571,8.14285714285714,6.92857142857143,14,"1499",0.0987,0.1342,"888",3
"8H4002_3","8H4002","3","8RV332","112","4","Sun",19.2916666666667,1,33,193,4.57142857142857,22.8571428571429,13.7142857142857,14,"1049",0.3645,0.1362,"128",3
"8H4002_4","8H4002","4","27RV130","38","4","Sun",24.2916666666667,2,112,246,15.7142857142857,19.1428571428572,17.4285714285714,14,"790",0.2072,0.0911,"654",3
"8H4002_5","8H4002","5","236AV","Sha","4","Sun",21.2916666666667,1,39,215,5.42857142857143,25.1428571428572,15.2857142857143,14,"514",0.1693,0.1787,"7",3
"8H4002_7","8H4002","7","6924","HR-5","4","Sun",38.2916666666667,10,188,322,25.4285714285714,19.1428571428571,22.2857142857143,14,"1597",0.7256,0.5573,"1083",3
"8H4002_8","8H4002","8","8RV140","47","4","Sun",26.2916666666667,1,55,226,7.71428571428572,24.4285714285714,16.0714285714286,14,"1048",0.1947,0.2528,"63",3
"8H4003_1","8H4003","1","20RV517","145","4","Sun",33.2916666666667,1,25,125,3.42857142857143,14.2857142857143,8.85714285714286,14,"1488",0.129,0.35,"461",3
"8H4003_10","8H4003","10","21RV061","20","4","Sun",21.2916666666667,1,59,216,8.28571428571429,22.4285714285714,15.3571428571429,14,"509",0.1274,0.1401,"486",3
"8H4003_11","8H4003","11","13RV303","95","4","Sun",24.2916666666667,1,83,229,11.7142857142857,20.8571428571429,16.2857142857143,14,"776",0.1787,0.1477,"261",3
"8H4003_12","8H4003","12","8335","PA-1","4","Sun",31.2916666666667,12,210,318,28.2857142857143,15.4285714285714,21.8571428571429,14,"1384",0.3566,0.2545,"1143",3
"8H4003_13","8H4003","13","8RV081","30","4","Sun",31.2916666666667,10,140,257,18.5714285714286,16.7142857142857,17.6428571428571,14,"1385",0.3729,0.4256,"46",3
"8H4003_14","8H4003","14","8RV493","147","4","Sun",21.2916666666667,1,68,213,9.57142857142857,20.7142857142857,15.1428571428571,14,"510",0.0947,0.1002,"163",3
"8H4003_15","8H4003","15","13RV432","131","4","Sun",33.2916666666667,1,40,164,5.57142857142857,17.7142857142857,11.6428571428571,14,"1487",0.1453,0.324,"297",3
"8H4003_16","8H4003","16","20RV123","31","4","Sun",40.2916666666667,4,155,NA,21.5714285714286,NA,NA,7,NA,NA,NA,"347",3
"8H4003_2","8H4003","2","20RV332","95","4","Sun",38.2916666666667,7,126,NA,17,NA,NA,14,NA,NA,NA,"411",3
"8H4003_7","8H4003","7","8RV239","73","4","Sun",21.2916666666667,1,82,231,11.5714285714286,21.2857142857143,16.4285714285714,14,"508",0.1257,0.0897,"89",3
"8H4003_8","8H4003","8","21RV016","3","4","Sun",24.2916666666667,1,65,230,9.14285714285714,23.5714285714286,16.3571428571429,14,"775",0.1535,0.1337,"469",3
"8H4003_9","8H4003","9","27RV495","143","4","Sun",26.2916666666667,1,51,174,7.14285714285715,17.5714285714286,12.3571428571429,14,"1047",0.0697,0.1857,"759",3
"8H4004_10","8H4004","10","20RV024","10","4","Sun",40.2916666666667,2,148,NA,20.8571428571429,NA,NA,7,NA,NA,NA,"326",3
"8H4004_12","8H4004","12","13RV048","20","4","Sun",21.2916666666667,1,54,174,7.57142857142857,17.1428571428572,12.3571428571429,14,"499",0.0901,0.0869,"186",3
"8H4004_14","8H4004","14","13RV078","29","4","Sun",31.2916666666667,2,75,198,10.4285714285714,17.5714285714286,14,14,"1390",0.1122,0.1177,"195",3
"8H4004_16","8H4004","16","13RV307","97","4","Sun",40.2916666666667,4,86,NA,11.7142857142857,NA,NA,7,NA,NA,NA,"263",3
"8H4004_2","8H4004","2","13RV030","13","4","Sun",35.2916666666667,1,79,229,11.1428571428571,21.4285714285714,16.2857142857143,14,"1545",0.1972,0.1893,"179",3
"8H4004_4","8H4004","4","20RV057","15","4","Sun",31.2916666666667,3,108,252,15,20.5714285714286,17.7857142857143,14,"1389",0.1842,0.1287,"331",3
"8H4004_5","8H4004","5","28RV111","33","4","Sun",26.2916666666667,58,244,NA,26.5714285714286,NA,NA,7,"235",0.1891,0.0861,"799",3
"8H4004_6","8H4004","6","29RV072","13","4","Sun",28.2916666666667,2,65,240,9.00000000000001,25,17,14,"1243",0.0933,0.3243,"929",3
"8H4004_7","8H4004","7","6915","Ei-2","4","Sun",38.2916666666667,16,170,NA,22,NA,NA,14,NA,NA,NA,"1080",3
"8H4004_8","8H4004","8","27RV019","5","4","Sun",24.2916666666667,1,80,227,11.2857142857143,21,16.1428571428571,14,"768",0.1061,0.0949,"621",3
"8H4004_9","8H4004","9","8RV273","83","4","Sun",26.2916666666667,2,96,230,13.4285714285714,19.1428571428571,16.2857142857143,14,"1027",0.1521,0.1628,"99",3
"8H4005_10","8H4005","10","27RV232","64","4","Sun",26.2916666666667,1,90,293,12.7142857142857,29,20.8571428571429,14,"1052",0.1797,0.2106,"680",3
"8H4005_11","8H4005","11","13RV381","114","4","Sun",21.2916666666667,1,47,160,6.57142857142857,16.1428571428571,11.3571428571429,14,"515",0.0963,0.1164,"280",3
"8H4005_12","8H4005","12","29RV063","11","4","Sun",35.2916666666667,7,126,250,17,17.7142857142857,17.3571428571429,14,"1546",0.3693,0.511,"927",3
"8H4005_14","8H4005","14","27RV111","33","4","Sun",33.2916666666667,2,106,237,14.8571428571429,18.7142857142857,16.7857142857143,14,"1498",0.1605,0.1593,"649",3
"8H4005_15","8H4005","15","8RV272","82","4","Sun",26.2916666666667,2,80,235,11.1428571428571,22.1428571428571,16.6428571428571,14,"1051",0.1322,0.1527,"98",3
"8H4005_16","8H4005","16","8RV031","10","4","Sun",24.2916666666667,1,54,239,7.57142857142857,26.4285714285714,17,14,"813",0.1109,0.1284,"26",3
"8H4005_2","8H4005","2","21RV348","96","4","Sun",40.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"562",3
"8H4005_3","8H4005","3","13RV141","47","4","Sun",33.2916666666667,3,105,227,14.5714285714286,17.4285714285714,16,14,"1497",0.1567,0.1789,"213",3
"8H4005_6","8H4005","6","21RV051","16","4","Sun",47.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"482",3
"8H4005_7","8H4005","7","20RV019","8","4","Sun",45.2916666666667,14,NA,NA,NA,NA,NA,7,NA,NA,NA,"324",3
"8H4005_8","8H4005","8","8RV006","1","4","Sun",24.2916666666667,1,80,206,11.2857142857143,18,14.6428571428571,14,"812",0.103,0.1013,"17",3
"8H4006_1","8H4006","1","21RV447","124","4","Sun",21.2916666666667,1,52,205,7.28571428571429,21.8571428571429,14.5714285714286,14,"503",0.0739,0.06,"590",3
"8H4006_10","8H4006","10","8RV433","136","4","Sun",21.2916666666667,1,63,253,8.85714285714286,27.1428571428572,18,14,"502",0.1377,0.0797,"152",3
"8H4006_11","8H4006","11","28RV266","69","4","Sun",28.2916666666667,2,100,266,14,23.7142857142857,18.8571428571429,14,"1231",0.2413,0.2296,"835",3
"8H4006_14","8H4006","14","21RV130","39","4","Sun",47.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"505",3
"8H4006_15","8H4006","15","29RV494","115","4","Sun",26.2916666666667,3,75,194,10.2857142857143,17,13.6428571428571,14,"1491",0.1994,0.1447,"1031",3
"8H4006_2","8H4006","2","8RV283","88","4","Sun",45.2916666666667,34,206,NA,24.5714285714286,NA,NA,7,NA,NA,NA,"104",3
"8H4006_3","8H4006","3","28RV037","18","4","Sun",24.2916666666667,2,89,254,12.4285714285714,23.5714285714286,18,14,"781",0.185,0.0911,"784",3
"8H4006_4","8H4006","4","21RV450","125","4","Sun",28.2916666666667,2,86,229,12,20.4285714285714,16.2142857142857,14,"1230",0.0778,0.1258,"591",3
"8H4006_6","8H4006","6","13RV366","112","4","Sun",26.2916666666667,1,58,225,8.14285714285715,23.8571428571429,16,14,"1037",0.2209,0.2991,"278",3
"8H4006_7","8H4006","7","27RV379","106","4","Sun",26.2916666666667,1,85,245,12,22.8571428571429,17.4285714285714,14,"1036",0.1495,0.1667,"722",3
"8H4006_9","8H4006","9","20RV133","32","4","Sun",26.2916666666667,1,67,217,9.42857142857143,21.4285714285714,15.4285714285714,14,"1038",0.1287,0.2583,"348",3
"8H4007_1","8H4007","1","20RV207","61","4","Sun",28.2916666666667,4,129,260,17.8571428571429,18.7142857142857,18.2857142857143,14,"1233",0.3334,0.184,"377",3
"8H4007_10","8H4007","10","13RV431","130","4","Sun",31.2916666666667,3,88,205,12.1428571428571,16.7142857142857,14.4285714285714,14,"1380",0.1943,0.2142,"296",3
"8H4007_11","8H4007","11","7346","STE-0","4","Sun",31.2916666666667,1,75,241,10.5714285714286,23.7142857142857,17.1428571428571,14,"1378",0.1357,0.3086,"1114",3
"8H4007_12","8H4007","12","27RV517","150","4","Sun",31.2916666666667,2,134,303,18.8571428571429,24.1428571428571,21.5,14,"1377",0.1051,0.068,"766",3
"8H4007_13","8H4007","13","8RV413","132","4","Sun",28.2916666666667,4,117,255,16.1428571428571,19.7142857142857,17.9285714285714,14,"1234",0.2081,0.1369,"148",3
"8H4007_15","8H4007","15","28RV185","47","4","Sun",31.2916666666667,1,78,205,11,18.1428571428571,14.5714285714286,14,"1379",0.0416,0.0424,"813",3
"8H4007_3","8H4007","3","21RV166","47","4","Sun",28.2916666666667,1,120,338,17,31.1428571428571,24.0714285714286,14,"1232",0.299,0.3145,"513",3
"8H4007_4","8H4007","4","20RV438","118","4","Sun",45.2916666666667,8,NA,NA,NA,NA,NA,7,NA,NA,NA,"434",3
"8H4007_5","8H4007","5","28RV437","123","4","Sun",38.2916666666667,16,138,262,17.4285714285714,17.7142857142857,17.5714285714286,14,"1595",0.1593,0.0928,"889",3
"8H4007_6","8H4007","6","21RV451","126","4","Sun",26.2916666666667,1,70,265,9.85714285714286,27.8571428571429,18.8571428571429,14,"1035",0.17,0.1906,"592",3
"8H4007_8","8H4007","8","8RV492","146","4","Sun",24.2916666666667,2,102,236,14.2857142857143,19.1428571428572,16.7142857142857,14,"782",0.1602,0.1292,"162",3
"8H4007_9","8H4007","9","8RV114","39","4","Sun",24.2916666666667,1,79,255,11.1428571428571,25.1428571428572,18.1428571428571,14,"783",0.1017,0.0886,"55",3
"8H4008_1","8H4008","1","27RV446","130","4","Sun",26.2916666666667,1,86,290,12.1428571428571,29.1428571428571,20.6428571428571,14,"1055",0.2449,0.3163,"746",3
"8H4008_10","8H4008","10","20RV488","133","4","Sun",31.2916666666667,6,50,126,6.28571428571429,10.8571428571429,8.57142857142857,14,"1406",0.1331,0.1769,"449",3
"8H4008_11","8H4008","11","13RV002","2","4","Sun",42.2916666666667,10,143,NA,19,NA,NA,7,NA,NA,NA,"168",3
"8H4008_12","8H4008","12","29RV631","147","4","Sun",42.2916666666667,2,132,NA,18.5714285714286,NA,NA,7,NA,NA,NA,"1063",3
"8H4008_14","8H4008","14","21RV235","71","4","Sun",28.2916666666667,5,144,325,19.8571428571429,25.8571428571429,22.8571428571429,14,"1245",0.257,0.318,"537",3
"8H4008_15","8H4008","15","20RV302","84","4","Sun",24.2916666666667,2,115,303,16.1428571428571,26.8571428571429,21.5,14,"809",0.3646,0.1993,"400",3
"8H4008_2","8H4008","2","8RV227","68","4","Sun",24.2916666666667,1,144,275,20.4285714285714,18.7142857142857,19.5714285714286,14,"810",0.1656,0.0857,"84",3
"8H4008_3","8H4008","3","28RV301","79","4","Sun",21.2916666666667,1,146,299,20.7142857142857,21.8571428571429,21.2857142857143,14,"516",0.1792,0.0999,"845",3
"8H4008_6","8H4008","6","13RV428","129","4","Sun",28.2916666666667,7,18,47,1.57142857142857,4.14285714285714,2.85714285714286,14,"1244",0.0543,0.1019,"295",3
"8H4008_7","8H4008","7","21RV291","85","4","Sun",21.2916666666667,1,92,265,13,24.7142857142857,18.8571428571429,14,"517",0.1887,0.1484,"551",3
"8H4008_9","8H4008","9","27RV510","149","4","Sun",24.2916666666667,1,55,260,7.71428571428571,29.2857142857143,18.5,14,"811",0.1502,0.1514,"765",3
"8H4009_10","8H4009","10","8RV057","20","4","Sun",24.2916666666667,1,62,165,8.71428571428571,14.7142857142857,11.7142857142857,14,"804",0.0984,0.1114,"36",3
"8H4009_11","8H4009","11","27RV093","27","4","Sun",24.2916666666667,1,44,239,6.14285714285714,27.8571428571429,17,14,"802",0.1449,0.211,"643",3
"8H4009_12","8H4009","12","27RV498","145","4","Sun",26.2916666666667,2,130,326,18.2857142857143,28,23.1428571428571,14,"1067",0.2107,0.2774,"761",3
"8H4009_13","8H4009","13","28RV237","60","4","Sun",26.2916666666667,4,111,256,15.2857142857143,20.7142857142857,18,14,"1069",0.0981,0.0797,"826",3
"8H4009_14","8H4009","14","29RV213","48","4","Sun",31.2916666666667,1,25,117,3.42857142857143,13.1428571428571,8.28571428571429,14,"1407",0.0805,0.3144,"964",3
"8H4009_15","8H4009","15","8RV286","91","4","Sun",24.2916666666667,2,123,249,17.2857142857143,18,17.6428571428571,14,"803",0.1428,0.1062,"107",3
"8H4009_16","8H4009","16","29RV168","33","4","Sun",26.2916666666667,3,60,154,8.14285714285715,13.4285714285714,10.7857142857143,14,"1068",0.1078,0.1292,"949",3
"8H4009_3","8H4009","3","29RV542","124","4","Sun",24.2916666666667,1,14,168,1.85714285714286,22,11.9285714285714,14,"800",0.0871,0.1901,"1040",3
"8H4009_4","8H4009","4","27RV002","2","4","Sun",26.2916666666667,5,98,243,13.2857142857143,20.7142857142857,17,14,"1066",0.123,0.1663,"618",3
"8H4009_5","8H4009","5","6967","SE-8","4","Sun",24.2916666666667,1,100,282,14.1428571428571,26,20.0714285714286,14,"805",0.1406,0.1317,"1098",3
"8H4009_6","8H4009","6","8RV255","77","4","Sun",21.2916666666667,1,68,250,9.57142857142857,26,17.7857142857143,14,"521",0.1107,0.0914,"93",3
"8H4009_7","8H4009","7","27RV103","30","4","Sun",24.2916666666667,1,91,284,12.8571428571429,27.5714285714286,20.2142857142857,14,"801",0.2246,0.1983,"646",3
"8H4009_8","8H4009","8","21RV342","95","4","Sun",21.2916666666667,1,72,217,10.1428571428571,20.7142857142857,15.4285714285714,14,"520",0.1706,0.0965,"561",3
"8H4009_9","8H4009","9","21RV307","89","4","Sun",24.2916666666667,1,56,192,7.85714285714286,19.4285714285714,13.6428571428571,14,"806",0.1325,0.1482,"555",3
"8H4010_1","8H4010","1","27RV342","96","4","Sun",31.2916666666667,1,85,275,12,27.1428571428571,19.5714285714286,14,"1403",0.1637,0.2653,"712",3
"8H4010_11","8H4010","11","27RV290","83","4","Sun",28.2916666666667,1,68,245,9.57142857142858,25.2857142857143,17.4285714285714,14,"1248",0.1864,0.225,"699",3
"8H4010_12","8H4010","12","20RV455","122","4","Sun",38.2916666666667,9,40,NA,4.42857142857143,NA,NA,14,NA,NA,NA,"438",3
"8H4010_15","8H4010","15","21RV268","78","4","Sun",31.2916666666667,6,156,335,21.4285714285714,25.5714285714286,23.5,14,"1402",0.2759,0.2915,"544",3
"8H4010_2","8H4010","2","29RV060","10","4","Sun",47.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"926",3
"8H4010_3","8H4010","3","21RV222","64","4","Sun",28.2916666666667,1,86,273,12.1428571428571,26.7142857142857,19.4285714285714,14,"1247",0.1726,0.2058,"530",3
"8H4010_4","8H4010","4","28RV389","107","4","Sun",26.2916666666667,6,112,285,15.1428571428572,24.7142857142857,19.9285714285714,14,"1053",0.1816,0.175,"873",3
"8H4010_5","8H4010","5","8RV285","90","4","Sun",19.2916666666667,3,87,205,12,16.8571428571429,14.4285714285714,14,"241",0.0855,0.0327,"106",3
"8H4010_6","8H4010","6","21RV288","84","4","Sun",21.2916666666667,1,47,215,6.57142857142857,24,15.2857142857143,14,"1249",0.4671,0.1763,"550",3
"8H4010_7","8H4010","7","8RV310","103","4","Sun",26.2916666666667,2,81,225,11.2857142857143,20.5714285714286,15.9285714285714,14,"1054",0.1509,0.1717,"119",3
"8H4010_8","8H4010","8","21RV387","108","4","Sun",28.2916666666667,1,102,283,14.4285714285714,25.8571428571429,20.1428571428571,14,"1246",0.2101,0.2323,"574",3
"8H4010_9","8H4010","9","8RV242","74","4","Sun",31.2916666666667,5,152,280,21,18.2857142857143,19.6428571428571,14,"1404",0.3217,0.3763,"90",3
"8H4011_1","8H4011","1","20RV007","2","4","Sun",42.2916666666667,1,17,NA,2.28571428571429,NA,NA,7,NA,NA,NA,"318",3
"8H4011_11","8H4011","11","8RV416","133","4","Sun",21.2916666666667,3,80,224,11,20.5714285714286,15.7857142857143,14,"504",0.1111,0.0664,"149",3
"8H4011_13","8H4011","13","8RV323","109","4","Sun",21.2916666666667,2,95,265,13.2857142857143,24.2857142857143,18.7857142857143,14,"506",0.1913,0.123,"125",3
"8H4011_14","8H4011","14","7062","LIA-0","4","Sun",24.2916666666667,1,69,255,9.71428571428571,26.5714285714286,18.1428571428571,14,"780",0.1603,0.1463,"1111",3
"8H4011_15","8H4011","15","21RV457","130","4","Sun",26.2916666666667,1,89,260,12.5714285714286,24.4285714285714,18.5,14,"1042",0.1437,0.2393,"596",3
"8H4011_2","8H4011","2","29RV090","17","4","Sun",35.2916666666667,8,113,255,15,20.2857142857143,17.6428571428571,14,"1544",0.1361,0.1589,"933",3
"8H4011_4","8H4011","4","21RV366","100","4","Sun",31.2916666666667,1,115,306,16.2857142857143,27.2857142857143,21.7857142857143,14,"1381",0.2213,0.3763,"566",3
"8H4011_5","8H4011","5","28RV193","50","4","Sun",21.2916666666667,1,57,294,8,33.8571428571429,20.9285714285714,14,"505",0.1771,0.1667,"816",3
"8H4011_6","8H4011","6","8RV309","102","4","Sun",24.2916666666667,4,98,234,13.4285714285714,19.4285714285714,16.4285714285714,14,"779",0.1896,0.1891,"118",3
"8H4011_7","8H4011","7","28RV224","58","4","Sun",49.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"824",3
"8H4011_8","8H4011","8","6956","PU2-7","4","Sun",40.2916666666667,10,132,NA,17.4285714285714,NA,NA,7,NA,NA,NA,"1094",3
"8H4011_9","8H4011","9","27RV464","132","4","Sun",26.2916666666667,1,77,296,10.8571428571429,31.2857142857143,21.0714285714286,14,"1043",0.1844,0.2773,"748",3
"8H4012_1","8H4012","1","21RV505","148","4","Sun",28.2916666666667,2,130,300,18.2857142857143,24.2857142857143,21.2857142857143,14,"1236",0.1999,0.4558,"614",3
"8H4012_10","8H4012","10","13RV220","71","4","Sun",24.2916666666667,3,82,220,11.2857142857143,19.7142857142857,15.5,14,"785",0.1714,0.1183,"237",3
"8H4012_11","8H4012","11","21RV227","65","4","Sun",28.2916666666667,1,157,274,22.2857142857143,16.7142857142857,19.5,14,"1235",0.1477,0.5637,"531",3
"8H4012_13","8H4012","13","27RV252","70","4","Sun",19.2916666666667,1,53,167,7.42857142857143,16.2857142857143,11.8571428571429,14,"237",0.0822,0.0908,"686",3
"8H4012_14","8H4012","14","28RV339","90","4","Sun",21.2916666666667,1,45,212,6.28571428571429,23.8571428571429,15.0714285714286,14,"501",0.1239,0.0999,"856",3
"8H4012_16","8H4012","16","20RV192","55","4","Sun",33.2916666666667,2,76,241,10.5714285714286,23.5714285714286,17.0714285714286,14,"1489",0.2521,0.6106,"371",3
"8H4012_3","8H4012","3","8RV352","117","4","Sun",24.2916666666667,2,80,235,11.1428571428571,22.1428571428572,16.6428571428571,14,"784",0.205,0.1546,"133",3
"8H4012_4","8H4012","4","13RV019","9","4","Sun",19.2916666666667,1,78,208,11,18.5714285714286,14.7857142857143,14,"236",0.1448,0.1256,"175",3
"8H4012_5","8H4012","5","20RV428","117","4","Sun",42.2916666666667,8,187,NA,25.5714285714286,NA,NA,7,NA,NA,NA,"433",3
"8H4012_6","8H4012","6","27RV336","93","4","Sun",26.2916666666667,1,62,219,8.71428571428572,22.4285714285714,15.5714285714286,14,"1034",0.0896,0.1379,"709",3
"8H4012_7","8H4012","7","27RV315","88","4","Sun",31.2916666666667,10,213,347,29,19.1428571428571,24.0714285714286,14,"1376",0.2947,0.1839,"704",3
"8H4012_8","8H4012","8","6982","WT-5","4","Sun",26.2916666666667,1,55,205,7.71428571428572,21.4285714285714,14.5714285714286,14,"1033",0.1094,0.4388,"1110",3
"8H4012_9","8H4012","9","20RV456","123","4","Sun",33.2916666666667,1,66,212,9.28571428571429,20.8571428571429,15.0714285714286,14,"1490",0.2493,0.33,"439",3
"8H4013_1","8H4013","1","27RV021","7","4","Sun",33.2916666666667,1,80,285,11.2857142857143,29.2857142857143,20.2857142857143,14,"1492",0.1873,0.4836,"623",3
"8H4013_10","8H4013","10","8RV084","32","4","Sun",21.2916666666667,1,86,237,12.1428571428571,21.5714285714286,16.8571428571429,14,"500",0.0907,0.0737,"48",3
"8H4013_11","8H4013","11","27RV441","129","4","Sun",31.2916666666667,1,107,302,15.1428571428572,27.8571428571429,21.5,14,"1394",0.1524,0.239,"745",3
"8H4013_13","8H4013","13","6973","ULL2-3","4","Sun",31.2916666666667,2,148,241,20.8571428571429,13.2857142857143,17.0714285714286,14,"1395",0.2893,0.5816,"1103",3
"8H4013_14","8H4013","14","8RV049","15","4","Sun",26.2916666666667,1,57,212,8,22.1428571428571,15.0714285714286,14,"1030",0.0913,0.2067,"31",3
"8H4013_15","8H4013","15","8254","ANG-0","4","Sun",26.2916666666667,2,98,274,13.7142857142857,25.1428571428571,19.4285714285714,14,"1029",0.2629,0.3492,"1130",3
"8H4013_16","8H4013","16","6972","TSU-1","4","Sun",31.2916666666667,3,152,278,21.2857142857143,18,19.6428571428571,14,"1392",0.2237,0.4631,"1102",3
"8H4013_3","8H4013","3","27RV085","25","4","Sun",31.2916666666667,3,103,260,14.2857142857143,22.4285714285714,18.3571428571429,14,"1393",0.1846,0.1577,"641",3
"8H4013_4","8H4013","4","21RV478","136","4","Sun",26.2916666666667,1,86,273,12.1428571428571,26.7142857142857,19.4285714285714,14,"1028",0.2581,0.2547,"602",3
"8H4013_5","8H4013","5","27RV424","124","4","Sun",26.2916666666667,2,86,248,12,23.1428571428571,17.5714285714286,14,"1031",0.1706,0.1775,"740",3
"8H4013_6","8H4013","6","29RV602","137","4","Sun",28.2916666666667,2,38,176,5.14285714285715,19.7142857142857,12.4285714285714,14,"1240",0.1944,0.3917,"1053",3
"8H4013_7","8H4013","7","13RV302","94","4","Sun",17.2916666666667,1,73,222,10.2857142857143,21.2857142857143,15.7857142857143,14,"60",0.0733,NA,"260",3
"8H4013_8","8H4013","8","20RV146","37","4","Sun",45.2916666666667,10,NA,NA,NA,NA,NA,7,NA,NA,NA,"353",3
"8H4013_9","8H4013","9","8RV079","29","4","Sun",26.2916666666667,4,100,225,13.7142857142857,17.8571428571429,15.7857142857143,14,"1032",0.1756,0.2126,"45",3
"8H4014_1","8H4014","1","20RV364","105","4","Sun",33.2916666666667,2,105,284,14.7142857142857,25.5714285714286,20.1428571428571,14,"1495",0.3285,0.396,"421",3
"8H4014_10","8H4014","10","13RV146","49","4","Sun",24.2916666666667,1,116,240,16.4285714285714,17.7142857142857,17.0714285714286,14,"808",0.1839,0.1353,"215",3
"8H4014_11","8H4014","11","21RV214","60","4","Sun",38.2916666666667,10,132,327,17.4285714285714,27.8571428571429,22.6428571428571,14,"1596",0.3085,0.5813,"526",3
"8H4014_12","8H4014","12","13RV411","122","4","Sun",33.2916666666667,2,114,250,16,19.4285714285714,17.7142857142857,14,"1494",0.2656,0.2928,"288",3
"8H4014_13","8H4014","13","8RV056","19","4","Sun",26.2916666666667,2,75,198,10.4285714285714,17.5714285714286,14,14,"1063",0.1146,0.129,"35",3
"8H4014_15","8H4014","15","8RV474","143","4","Sun",31.2916666666667,6,135,257,18.4285714285714,17.4285714285714,17.9285714285714,14,"1401",0.1992,0.1544,"159",3
"8H4014_2","8H4014","2","6898","AN-1","4","Sun",19.2916666666667,1,54,163,7.57142857142857,15.5714285714286,11.5714285714286,14,"242",0.0712,0.0649,"1074",3
"8H4014_3","8H4014","3","29RV392","94","4","Sun",31.2916666666667,1,80,185,11.2857142857143,15,13.1428571428571,14,"1400",0.0489,0.077,"1010",3
"8H4014_4","8H4014","4","13RV137","44","4","Sun",24.2916666666667,1,110,278,15.5714285714286,24,19.7857142857143,14,"807",0.1425,0.147,"210",3
"8H4014_5","8H4014","5","20RV220","62","4","Sun",28.2916666666667,2,105,290,14.7142857142857,26.4285714285714,20.5714285714286,14,"1251",0.1974,0.3402,"378",3
